0,-0.008385,-0.0066287,-0.010637,-0.99989,0.013434,0.016627,0.99977
0.0189,-0.0087869,-0.0071515,-0.010411,-0.99988,0.014484,0.017423,0.99974
0.0419,-0.0091579,-0.0072206,-0.010427,-0.99988,0.01463,0.018163,0.99973
0.0592,-0.0093899,-0.0072074,-0.011002,-0.99987,0.014619,0.018619,0.99972
0.0754,-0.0094266,-0.0069759,-0.01309,-0.99985,0.014196,0.018668,0.99972
0.0919,-0.0093745,-0.0069066,-0.016446,-0.9998,0.014119,0.018518,0.99973
0.1094,-0.0097431,-0.0066289,-0.019056,-0.99975,0.013626,0.019229,0.99972
0.1258,-0.010026,-0.0062655,-0.02154,-0.9997,0.012959,0.019776,0.99972
0.142,-0.0098257,-0.0059236,-0.024443,-0.99964,0.012323,0.019355,0.99974
0.1631,-0.0098288,-0.0058023,-0.027369,-0.99956,0.012138,0.019331,0.99974
0.1755,-0.0096588,-0.0059627,-0.029522,-0.9995,0.01249,0.018956,0.99974
0.1922,-0.0094667,-0.0063785,-0.030895,-0.99946,0.013335,0.018529,0.99974
0.2092,-0.0087625,-0.0063592,-0.031985,-0.99943,0.013272,0.017108,0.99977
0.226,-0.0085504,-0.0066011,-0.031532,-0.99944,0.013734,0.016675,0.99977
0.243,-0.0084792,-0.0065211,-0.030652,-0.99947,0.013555,0.01655,0.99977
0.259,-0.0085882,-0.006601,-0.030196,-0.99949,0.013714,0.016769,0.99977
0.2758,-0.0095487,-0.0064589,-0.025696,-0.9996,0.013403,0.018758,0.99973
0.2927,-0.010188,-0.0062466,-0.02041,-0.99972,0.012906,0.020115,0.99971
0.3121,-0.010986,-0.0063515,-0.014862,-0.99981,0.013027,0.021778,0.99968
0.3268,-0.011868,-0.0070692,-0.01017,-0.99985,0.014378,0.023588,0.99962
0.3442,-0.012778,-0.0077893,-0.0058466,-0.99987,0.015726,0.025462,0.99955
0.3614,-0.012877,-0.0080396,-0.002948,-0.99988,0.016153,0.025703,0.99954
0.3766,-0.013026,-0.0080641,-0.0004993,-0.99988,0.016139,0.026041,0.99953
0.3927,-0.013441,-0.0078775,0.0019376,-0.99988,0.015701,0.026908,0.99951
