0,0.030502,-0.035138,0.0035275,-0.99891,0.070414,-0.06069,0.99567
0.0188,0.030024,-0.034632,0.0031159,-0.99894,0.069378,-0.059769,0.9958
0.0369,0.029287,-0.033868,0.002698,-0.99899,0.067826,-0.058331,0.99599
0.0535,0.028644,-0.033055,0.0028297,-0.99904,0.066209,-0.057046,0.99617
0.069,0.027929,-0.031927,0.0034362,-0.99909,0.063988,-0.055588,0.9964
0.0859,0.027319,-0.030468,0.0047055,-0.99915,0.061142,-0.054305,0.99665
0.1024,0.026419,-0.028693,0.0059462,-0.99922,0.057656,-0.052456,0.99696
0.1189,0.025462,-0.027383,0.006554,-0.99928,0.055061,-0.050527,0.9972
0.1358,0.0237,-0.025872,0.0067843,-0.99936,0.052033,-0.047019,0.99754
0.1524,0.022171,-0.02418,0.0063293,-0.99944,0.048615,-0.044011,0.99785
0.1695,0.020589,-0.02301,0.0062637,-0.9995,0.046255,-0.040869,0.99809
0.1858,0.019097,-0.021857,0.0060651,-0.99956,0.043926,-0.037913,0.99832
0.2026,0.017776,-0.020794,0.0060829,-0.99961,0.041788,-0.035285,0.9985
0.2203,0.016854,-0.020047,0.0059822,-0.99964,0.040281,-0.033456,0.99863
0.236,0.016491,-0.019738,0.0058454,-0.99965,0.039655,-0.032739,0.99868
0.2529,0.016234,-0.019679,0.0056196,-0.99966,0.039527,-0.032236,0.9987
0.2693,0.015566,-0.019327,0.005381,-0.99968,0.038808,-0.030914,0.99877
0.2861,0.014343,-0.019396,0.0052681,-0.9997,0.038931,-0.028472,0.99884
0.3029,0.012405,-0.019721,0.0053895,-0.99971,0.039565,-0.024591,0.99891
0.3195,0.0098073,-0.020403,0.0056738,-0.99973,0.040906,-0.019378,0.99897
0.3362,0.0076014,-0.020859,0.0061686,-0.99973,0.041801,-0.014942,0.99901
0.353,0.0063385,-0.021586,0.0059823,-0.99973,0.043235,-0.012415,0.99899
0.3696,0.0050652,-0.022361,0.0058424,-0.99972,0.044769,-0.0098663,0.99895
0.3863,0.0042988,-0.022952,0.0055285,-0.99971,0.045938,-0.0083414,0.99891
0.4031,0.0037658,-0.023407,0.0049759,-0.99971,0.046837,-0.0072964,0.99888
0.4198,0.0040031,-0.023618,0.0045706,-0.9997,0.047258,-0.0077879,0.99885
0.4364,0.0043049,-0.023788,0.003824,-0.9997,0.047594,-0.0084252,0.99883
0.4532,0.0053105,-0.023756,0.0024776,-0.9997,0.047524,-0.0105,0.99881
0.47,0.0074189,-0.023607,0.00045242,-0.99969,0.047207,-0.014812,0.99878
0.4867,0.0097034,-0.022844,-0.00076401,-0.99969,0.04566,-0.019436,0.99877
0.5049,0.011395,-0.021651,-0.0011107,-0.9997,0.043265,-0.02283,0.9988
0.524,0.012802,-0.019361,-0.0003971,-0.99973,0.038702,-0.025612,0.99892
0.5373,0.013865,-0.016865,0.00033844,-0.99976,0.03373,-0.027711,0.99905
0.5533,0.014714,-0.013516,0.0014476,-0.9998,0.027069,-0.029383,0.9992
0.5701,0.015872,-0.0095231,0.0025517,-0.99983,0.019124,-0.03169,0.99931
0.5868,0.017045,-0.0047732,0.0036437,-0.99984,0.0096691,-0.03405,0.99937
0.6034,0.018195,0.00060626,0.0054248,-0.99982,-0.0010149,-0.03639,0.99934
0.6202,0.019806,0.0067094,0.0073505,-0.99975,-0.013124,-0.039701,0.99913
0.6371,0.021846,0.013281,0.0090735,-0.99963,-0.026155,-0.043916,0.99869
0.6536,0.024645,0.020185,0.011014,-0.99943,-0.039804,-0.049707,0.99797
0.6703,0.028222,0.028157,0.01264,-0.99913,-0.055552,-0.057107,0.99682
0.687,0.032756,0.036558,0.014422,-0.99869,-0.072075,-0.066481,0.99518
0.7037,0.037853,0.045515,0.01614,-0.99812,-0.089636,-0.077033,0.99299
0.7205,0.043368,0.055024,0.017543,-0.99739,-0.10824,-0.088441,0.99018
0.7372,0.048803,0.064862,0.01818,-0.99653,-0.1275,-0.099626,0.98682
0.7538,0.054747,0.074984,0.018657,-0.99551,-0.14725,-0.1118,0.98276
0.7706,0.061297,0.084465,0.019595,-0.99435,-0.16557,-0.12521,0.97822
0.7873,0.068514,0.093869,0.020815,-0.99301,-0.18357,-0.13998,0.97299
0.8039,0.076467,0.10283,0.022663,-0.9915,-0.20044,-0.15629,0.96716
0.8209,0.085105,0.11185,0.025513,-0.98975,-0.21705,-0.17417,0.9605
0.8374,0.093693,0.1207,0.028462,-0.98785,-0.23314,-0.19198,0.95331
0.8541,0.1022,0.1296,0.031795,-0.98577,-0.24901,-0.20972,0.94552
0.8708,0.11059,0.138,0.035982,-0.98358,-0.26351,-0.22748,0.93745
0.8874,0.11917,0.14629,0.040508,-0.9812,-0.27742,-0.24572,0.92879
0.9042,0.12656,0.15483,0.045123,-0.97876,-0.29166,-0.26172,0.92002
