0,-0.0497,-0.079578,0.044766,-0.99458,0.15384,0.10599,0.98239
0.02,-0.049908,-0.08,0.044837,-0.99453,0.15465,0.10644,0.98222
0.035,-0.050065,-0.080642,0.044986,-0.99447,0.15589,0.10683,0.98198
0.053,-0.050154,-0.081532,0.044949,-0.99439,0.15764,0.10707,0.98167
0.069,-0.050198,-0.083206,0.044936,-0.99425,0.16094,0.1073,0.98111
0.085,-0.04989,-0.084912,0.045073,-0.99412,0.16433,0.10685,0.9806
0.102,-0.050012,-0.085787,0.045394,-0.99402,0.16601,0.10721,0.98028
0.119,-0.050018,-0.086871,0.04601,-0.9939,0.16808,0.10742,0.9799
0.136,-0.049969,-0.087554,0.046184,-0.99383,0.16941,0.10741,0.97967
0.152,-0.049423,-0.088411,0.046381,-0.99378,0.17114,0.10643,0.97948
0.169,-0.049039,-0.089431,0.046358,-0.9937,0.17319,0.10575,0.97919
0.186,-0.048951,-0.089845,0.046477,-0.99367,0.174,0.10563,0.97906
0.202,-0.048723,-0.090343,0.046579,-0.99363,0.17499,0.10524,0.97893
0.219,-0.048783,-0.090775,0.046708,-0.99358,0.17583,0.10542,0.97876
0.236,-0.04873,-0.091045,0.046736,-0.99356,0.17636,0.10534,0.97867
0.253,-0.048494,-0.091253,0.046857,-0.99354,0.17678,0.10491,0.97864
0.269,-0.048266,-0.091208,0.046902,-0.99356,0.17671,0.10447,0.9787
0.286,-0.047718,-0.091145,0.046948,-0.99359,0.17664,0.10338,0.97883
0.303,-0.046709,-0.090954,0.04679,-0.99366,0.17638,0.10134,0.97909
0.319,-0.0462,-0.090661,0.046674,-0.99371,0.17587,0.10028,0.97929
0.336,-0.045694,-0.090557,0.04662,-0.99375,0.17572,0.099261,0.97942
0.353,-0.044933,-0.090227,0.046059,-0.99384,0.1752,0.097625,0.97968
0.369,-0.043695,-0.089869,0.045035,-0.99397,0.17472,0.094958,0.98003
0.386,-0.042525,-0.089677,0.044028,-0.99409,0.17455,0.092445,0.9803
0.405,-0.041459,-0.089161,0.042826,-0.99423,0.17374,0.090076,0.98066
0.42,-0.040977,-0.089139,0.042875,-0.99425,0.17374,0.089126,0.98075
0.436,-0.040111,-0.088712,0.042549,-0.99434,0.17301,0.087316,0.98104
0.453,-0.038652,-0.088117,0.04155,-0.99449,0.17205,0.0842,0.98148
0.47,-0.036996,-0.088185,0.040891,-0.99458,0.17239,0.080802,0.98171
0.487,-0.035689,-0.088016,0.040163,-0.99467,0.17223,0.078067,0.98196
0.504,-0.033692,-0.087974,0.03913,-0.99478,0.17239,0.073917,0.98225
0.522,-0.030787,-0.087794,0.038615,-0.99491,0.17232,0.068042,0.98269
0.539,-0.026594,-0.087962,0.037739,-0.99505,0.17305,0.059565,0.98311
0.553,-0.022705,-0.087594,0.036517,-0.99523,0.17269,0.05159,0.98362
0.57,-0.017686,-0.087521,0.034139,-0.99542,0.17303,0.041186,0.98405
0.587,-0.012571,-0.08765,0.03166,-0.99557,0.17373,0.03058,0.98432
0.604,-0.008593,-0.088073,0.029671,-0.99564,0.17487,0.022337,0.98434
0.62,-0.0083653,-0.088455,0.02905,-0.99562,0.17565,0.021796,0.98421
0.638,-0.009193,-0.088641,0.028848,-0.9956,0.17597,0.023419,0.98412
0.653,-0.0074487,-0.089016,0.028129,-0.99561,0.17683,0.01984,0.98404
0.671,-0.0044803,-0.089623,0.027124,-0.9956,0.17821,0.013783,0.9839
0.687,-0.0006632,-0.090023,0.025286,-0.99562,0.17922,0.0058732,0.98379
0.704,0.0038561,-0.090839,0.022617,-0.9956,0.18105,-0.0035692,0.98347
