0,0.11193,0.0080562,-0.1021,0.98842,-0.0069297,0.22291,0.97481
0.03,0.1127,0.0046191,-0.10202,0.98837,-0.013865,0.22373,0.97455
0.043,0.11249,0.0035118,-0.10164,0.98843,-0.015925,0.22309,0.97467
0.072,0.11277,0.0020109,-0.10103,0.98847,-0.018811,0.22334,0.97456
0.089,0.11314,0.0010406,-0.10082,0.98845,-0.020756,0.22387,0.9744
0.106,0.11318,0.0004124,-0.10073,0.98846,-0.021986,0.22382,0.97438
0.122,0.1133,-0.0003236,-0.10064,0.98845,-0.023445,0.22393,0.97432
0.14,0.11336,-0.00031724,-0.10061,0.98845,-0.023437,0.22403,0.9743
0.156,0.11344,-0.00035649,-0.1007,0.98843,-0.023551,0.22418,0.97426
0.173,0.11363,-0.00052876,-0.10088,0.98839,-0.023972,0.22452,0.97417
0.189,0.11373,-0.00046255,-0.10103,0.98836,-0.023895,0.22472,0.97413
0.206,0.11366,-0.00039428,-0.10114,0.98836,-0.02377,0.22459,0.97416
0.223,0.11339,-0.00025794,-0.10114,0.98839,-0.023447,0.22409,0.97429
0.239,0.11311,-0.00026581,-0.10104,0.98843,-0.023383,0.22354,0.97441
0.256,0.11288,-0.00028262,-0.10103,0.98846,-0.023367,0.22309,0.97452
0.273,0.11277,-0.00032567,-0.10137,0.98844,-0.023507,0.22286,0.97457
0.289,0.11289,-0.00031879,-0.10213,0.98834,-0.02369,0.22309,0.97451
0.306,0.11323,-0.00013857,-0.10322,0.98819,-0.023649,0.22375,0.97436
0.323,0.11358,0.00023557,-0.10444,0.98802,-0.02326,0.2245,0.9742
0.339,0.11377,0.00050214,-0.10499,0.98794,-0.022897,0.22491,0.97411
0.356,0.11383,0.00070186,-0.10558,0.98787,-0.022649,0.22504,0.97409
0.373,0.11426,0.00084757,-0.10608,0.98777,-0.022567,0.2259,0.97389
0.391,0.11469,0.00097911,-0.10662,0.98766,-0.022521,0.22676,0.97369
0.407,0.1154,0.0010298,-0.1073,0.98751,-0.022729,0.22813,0.97337
0.423,0.11647,0.0010387,-0.1083,0.98727,-0.023177,0.2302,0.97287
0.44,0.11766,0.0012299,-0.10986,0.98696,-0.023426,0.23253,0.97231
